id,function,field,ref,gen,ref_tokens,gen_tokens,semantic_similarity,bleu,completeness,f1_score,sbc
F035,RoomManagementMenu,action,"画面にメニューを表示し、ユーザーの入力に応じて部屋管理に関する以下の機能を呼び出す:
  [1] 部屋の新規追加(AddNewRoomScreen)
  [2] 名前で検索(SearchRoomByNameScreen)
  [3] IDで検索(SearchRoomByIDScreen)
  [4] 部屋一覧の表示(DisplayRoomListScreen)
  [5] 削除(DeleteRoomScreen)
  [6] 空き確認(CheckRoomAvailabilityScreen)
  [7] メインメニューに戻る
",ユーザーに部屋管理に関する選択肢を表示し、選択された操作を実行する。,"画面 に メニュー を 表示 し 、 ユーザー の 入力 に 応じ て 部屋 管理 に関する 以下 の 機能 を 呼び出す : 
   [ 1 ]   部屋 の 新規 追加 ( AddNewRoomScreen ) 
   [ 2 ]   名前 で 検索 ( SearchRoomByNameScreen ) 
   [ 3 ]   ID で 検索 ( SearchRoomByIDScreen ) 
   [ 4 ]   部屋 一覧 の 表示 ( DisplayRoomListScreen ) 
   [ 5 ]   削除 ( DeleteRoomScreen ) 
   [ 6 ]   空き 確認 ( CheckRoomAvailabilityScreen ) 
   [ 7 ]   メイン メニュー に 戻る",ユーザー に 部屋 管理 に関する 選択肢 を 表示 し 、 選択 さ れ た 操作 を 実行 する 。,0.7599359750747681,0.003482078281021359,0.18,0.2647058823529412,0.5683
F035,RoomManagementMenu,effect,部屋情報に関する一連の管理操作をユーザーが選択式で実行できる,ユーザーは部屋の追加、検索、表示、削除、利用可能性の確認ができる。,部屋 情報 に関する 一連 の 管理 操作 を ユーザー が 選択 式 で 実行 できる,ユーザー は 部屋 の 追加 、 検索 、 表示 、 削除 、 利用 可能 性 の 確認 が できる 。,0.723810613155365,0.014400124446705301,0.3333333333333333,0.3225806451612903,0.5748
F035,RoomManagementMenu,constraint,"有効な選択肢は 1〜7 に限定され、それ以外の入力には「Error!」と表示して再入力を求める。 ループは選択肢が [7] のとき終了する。
",ユーザーの選択は1から7の範囲でなければならない。,有効 な 選択肢 は   1 〜 7   に 限定 さ れ 、 それ 以外 の 入力 に は 「 Error !」 と 表示 し て 再 入力 を 求める 。   ループ は 選択肢 が   [ 7 ]   の とき 終了 する 。,ユーザー の 選択 は 1 から 7 の 範囲 で なけれ ば なら ない 。,0.5732750296592712,0.002450230517040478,0.14285714285714285,0.20408163265306123,0.4301
F036,DisplayReservationCard,trigger,特定の予約情報をユーザーに表示したいとき,予約情報を表示する必要があるとき。,特定 の 予約 情報 を ユーザー に 表示 し たい とき,予約 情報 を 表示 する 必要 が ある とき 。,0.7167643904685974,0.1073897713503587,0.45454545454545453,0.47619047619047616,0.6034
F036,DisplayReservationCard,action,指定された予約データの内容(ID、ユーザーID、部屋ID、日付、時間)を整形して表示する,予約情報をフォーマットしてコンソールに出力する。,指定 さ れ た 予約 データ の 内容 ( ID 、 ユーザー ID 、 部屋 ID 、 日付 、 時間 ) を 整形 し て 表示 する,予約 情報 を フォーマット し て コンソール に 出力 する 。,0.6772003769874573,0.011704696070782816,0.22727272727272727,0.30303030303030304,0.5207
F036,DisplayReservationCard,effect,ユーザーは個別の予約内容を一目で把握できる,予約の詳細がコンソールに表示され、ユーザーが確認できる。,ユーザー は 個別 の 予約 内容 を 一目 で 把握 できる,予約 の 詳細 が コンソール に 表示 さ れ 、 ユーザー が 確認 できる 。,0.7141750454902649,0.018693000799960027,0.36363636363636365,0.32,0.5745
F036,DisplayReservationCard,constraint,表示内容は整ったフォーマットで出力され、引数には非NULLのReservation構造体ポインタが必要,Reservationポインタが有効であり、必要なデータがすべて含まれていること。,表示 内容 は 整っ た フォーマット で 出力 さ れ 、 引数 に は 非 NULL の Reservation 構造 体 ポインタ が 必要,Reservation ポインタ が 有効 で あり 、 必要 な データ が すべて 含ま れ て いる こと 。,0.7100334763526917,0.023667587253397376,0.3181818181818182,0.358974358974359,0.563
F037,SearchReservationByID,trigger,予約IDに基づいて特定の予約情報を検索したいとき,予約リストから特定のIDを持つ予約を検索する要求があるとき。,予約 ID に 基づい て 特定 の 予約 情報 を 検索 し たい とき,予約 リスト から 特定 の ID を 持つ 予約 を 検索 する 要求 が ある とき 。,0.8418682217597961,0.04091032653880249,0.5384615384615384,0.5,0.7011
F037,SearchReservationByID,action,予約リストを先頭から順に走査し、指定されたIDに一致する予約構造体を探す,予約リストを先頭から順に走査し、各予約のIDを確認する。,予約 リスト を 先頭 から 順に 走査 し 、 指定 さ れ た ID に 一致 する 予約 構造 体 を 探す,予約 リスト を 先頭 から 順に 走査 し 、 各 予約 の ID を 確認 する 。,0.8708808422088623,0.39186812290448186,0.55,0.6285714285714286,0.7588
F037,SearchReservationByID,effect,該当する予約が見つかった場合はそのポインタを返し、見つからない場合はNULLを返す,指定されたIDを持つ予約が見つかった場合、その予約へのポインタを返す。,該当 する 予約 が 見つかっ た 場合 は その ポインタ を 返し 、 見つから ない 場合 は NULL を 返す,指定 さ れ た ID を 持つ 予約 が 見つかっ た 場合 、 その 予約 へ の ポインタ を 返す 。,0.9088552594184875,0.2291421308389693,0.5882352941176471,0.5714285714285715,0.7768
F037,SearchReservationByID,constraint,線形探索を用いる。予約リストは単方向リスト構造で、IDは一意であることを前提とする,予約リストがNULLでないこと、およびIDが一致する予約が存在する場合に限り、ポインタが返される。,線形 探索 を 用いる 。 予約 リスト は 単 方向 リスト 構造 で 、 ID は 一意 で ある こと を 前提 と する,予約 リスト が NULL で ない こと 、 および ID が 一致 する 予約 が 存在 する 場合 に 限り 、 ポインタ が 返さ れる 。,0.657755970954895,0.021729983079834318,0.4,0.4000000000000001,0.5426
F038,DeleteReservationByID,trigger,指定したIDの予約を削除したいとき,指定されたIDの予約を削除する要求が発生したとき。,指定 し た ID の 予約 を 削除 し たい とき,指定 さ れ た ID の 予約 を 削除 する 要求 が 発生 し た とき 。,0.9219626784324646,0.3263598326609893,0.9,0.6923076923076923,0.858
F038,DeleteReservationByID,action,予約リストを探索し、該当するIDの予約ノードをリストから除去してメモリ解放する,予約リストを先頭から順に探索し、指定されたIDと一致する予約を見つける。,予約 リスト を 探索 し 、 該当 する ID の 予約 ノード を リスト から 除去 し て メモリ 解放 する,予約 リスト を 先頭 から 順に 探索 し 、 指定 さ れ た ID と 一致 する 予約 を 見つける 。,0.6924326419830322,0.08847117982369342,0.5625,0.5142857142857142,0.606
F038,DeleteReservationByID,effect,対象の予約がリストから削除され、残りのリスト構造が維持される,指定されたIDの予約がリストから削除され、メモリが解放される。,対象 の 予約 が リスト から 削除 さ れ 、 残り の リスト 構造 が 維持 さ れる,指定 さ れ た ID の 予約 が リスト から 削除 さ れ 、 メモリ が 解放 さ れる 。,0.6543357968330383,0.44441837360913394,0.7142857142857143,0.6666666666666666,0.6453
F038,DeleteReservationByID,constraint,該当ノードが存在しない場合は何もしない。リストの先頭削除にも対応。対象ノードはfreeされる,予約リストがNULLでないこと、指定されたIDがリスト内に存在すること。,該当 ノード が 存在 し ない 場合 は 何 も し ない 。 リスト の 先頭 削除 に も 対応 。 対象 ノード は free さ れる,予約 リスト が NULL で ない こと 、 指定 さ れ た ID が リスト 内 に 存在 する こと 。,0.6430772542953491,0.011165328963807876,0.3333333333333333,0.358974358974359,0.5179
F039,ReadReservationPeriod,trigger,予約登録時に日付と時間帯の入力を求められたとき,ユーザーが予約の日付と時間を入力する。,予約 登録 時 に 日付 と 時間 帯 の 入力 を 求め られ た とき,ユーザー が 予約 の 日付 と 時間 を 入力 する 。,0.8082533478736877,0.08015404561270704,0.4666666666666667,0.5384615384615385,0.6671
F039,ReadReservationPeriod,action,ユーザーから予約の日付・開始時刻・終了時刻を受け取り、予約情報と部屋情報に反映させる,予約情報と部屋情報の構造体に入力された日付と時間を格納する。,ユーザー から 予約 の 日付 ・ 開始 時刻 ・ 終了 時刻 を 受け取り 、 予約 情報 と 部屋 情報 に 反映 さ せる,予約 情報 と 部屋 情報 の 構造 体 に 入力 さ れ た 日付 と 時間 を 格納 する 。,0.5845632553100586,0.18345619527497414,0.47368421052631576,0.4864864864864865,0.5223
F039,ReadReservationPeriod,effect,予約情報と部屋情報に同じ日付・時間が設定され、その部屋は予約済みとしてマークされる,部屋の予約状況が更新され、予約済みとしてマークされる。,予約 情報 と 部屋 情報 に 同じ 日付 ・ 時間 が 設定 さ れ 、 その 部屋 は 予約 済み として マーク さ れる,部屋 の 予約 状況 が 更新 さ れ 、 予約 済み として マーク さ れる 。,0.7659812569618225,0.24996242994869414,0.5,0.588235294117647,0.6612
F039,ReadReservationPeriod,constraint,日付と時刻はそれぞれ ReadDate と ReadTime 関数を使って標準入力から取得すること,入力された日付と時間が正しい形式である必要がある。,日付 と 時刻 は それぞれ   ReadDate   と   ReadTime   関数 を 使っ て 標準 入力 から 取得 する こと,入力 さ れ た 日付 と 時間 が 正しい 形式 で ある 必要 が ある 。,0.7733517289161682,0.019785600032949602,0.16666666666666666,0.1875,0.5767
F040,ReadReservationInfo,trigger,新しい予約を作成する際に、予約者・部屋・予約時間を指定したいとき,ユーザーが予約情報の入力を開始するために関数ReadReservationInfoを呼び出す。,新しい 予約 を 作成 する 際 に 、 予約 者 ・ 部屋 ・ 予約 時間 を 指定 し たい とき,ユーザー が 予約 情報 の 入力 を 開始 する ため に 関数 ReadReservationInfo を 呼び出す 。,0.5562410950660706,0.014325118498890291,0.25,0.2580645161290323,0.4408
F040,ReadReservationInfo,action,"ユーザーから予約ID、ユーザーID、部屋IDを標準入力で受け取り、
・予約IDが重複していないか
・ユーザーIDが存在するか
・部屋IDが存在し、かつ予約済みでないか
をそれぞれ検証する。すべて条件を満たせば、予約日時情報を読み取って予約情報構造体に格納する。
",ユーザーから予約ID、ユーザーID、部屋IDを順に入力し、それぞれの有効性を確認する。,"ユーザー から 予約 ID 、 ユーザー ID 、 部屋 ID を 標準 入力 で 受け取り 、 
 ・ 予約 ID が 重複 し て い ない か 
 ・ ユーザー ID が 存在 する か 
 ・ 部屋 ID が 存在 し 、 かつ 予約 済み で ない か 
 を それぞれ 検証 する 。 すべて 条件 を 満たせ ば 、 予約 日時 情報 を 読み取っ て 予約 情報 構造 体 に 格納 する 。",ユーザー から 予約 ID 、 ユーザー ID 、 部屋 ID を 順に 入力 し 、 それぞれ の 有効 性 を 確認 する 。,0.7878032326698303,0.05422673216859718,0.3157894736842105,0.43636363636363634,0.62
F040,ReadReservationInfo,effect,"新しい予約が有効な状態で初期化され、予約対象の部屋も該当日時で予約済みとされる。
",有効な予約情報がReservationInfoに格納され、次の予約情報へのポインタがNULLに設定される。,新しい 予約 が 有効 な 状態 で 初期 化 さ れ 、 予約 対象 の 部屋 も 該当 日時 で 予約 済み と さ れる 。,有効 な 予約 情報 が ReservationInfo に 格納 さ れ 、 次 の 予約 情報 へ の ポインタ が NULL に 設定 さ れる 。,0.641727089881897,0.07618124930532033,0.45454545454545453,0.4878048780487805,0.5477
F040,ReadReservationInfo,constraint,"・予約IDは重複不可  
・ユーザーIDは既存ユーザーに属する必要あり  
・部屋IDは存在し、未予約状態でなければならない  
・予約日時は `ReadReservationPeriod` を通じて入力される
",予約IDは既存の予約と重複してはならず、ユーザーIDは存在するユーザーでなければならず、部屋IDは存在し、かつ予約されていない部屋でなければならない。,"・ 予約 ID は 重複 不可   
 ・ ユーザー ID は 既存 ユーザー に 属する 必要 あり   
 ・ 部屋 ID は 存在 し 、 未 予約 状態 で なけれ ば なら ない   
 ・ 予約 日時 は   ` ReadReservationPeriod `   を通じて 入力 さ れる",予約 ID は 既存 の 予約 と 重複 し て は なら ず 、 ユーザー ID は 存在 する ユーザー で なけれ ば なら ず 、 部屋 ID は 存在 し 、 かつ 予約 さ れ て い ない 部屋 で なけれ ば なら ない 。,0.8819220066070557,0.2504166876380804,0.5,0.5614035087719298,0.7424
F041,AddNewReservation,trigger,新たに予約情報を予約リストに追加したいとき,新しい予約を既存の予約リストに追加する必要があるとき。,新た に 予約 情報 を 予約 リスト に 追加 し たい とき,新しい 予約 を 既存 の 予約 リスト に 追加 する 必要 が ある とき 。,0.8886895775794983,0.1892240568795935,0.6,0.5,0.761
F041,AddNewReservation,action,"予約リストの末尾に新たな予約構造体(NewReservation)を連結し、
リストの先頭ポインタ(ReservationList)を返す。
",新しい予約を予約リストの末尾に追加する。,"予約 リスト の 末尾 に 新た な 予約 構造 体 ( NewReservation ) を 連結 し 、 
 リスト の 先頭 ポインタ ( ReservationList ) を 返す 。",新しい 予約 を 予約 リスト の 末尾 に 追加 する 。,0.7810735106468201,0.08413208087777849,0.3181818181818182,0.4375,0.6188
F041,AddNewReservation,effect,予約リストが更新され、新しい予約が末尾に追加される,予約リストに新しい予約が追加され、リストが更新される。,予約 リスト が 更新 さ れ 、 新しい 予約 が 末尾 に 追加 さ れる,予約 リスト に 新しい 予約 が 追加 さ れ 、 リスト が 更新 さ れる 。,0.8853801488876343,0.33649324423301513,0.9166666666666666,0.9166666666666666,0.8367
F041,AddNewReservation,constraint,"・リストが空の場合は、新しい予約を先頭として返す  
・NewReservation の Next は NULL に設定されていることを前提とする
",予約リストが空の場合、新しい予約がリストの最初の要素として設定される。,"・ リスト が 空 の 場合 は 、 新しい 予約 を 先頭 として 返す   
 ・ NewReservation   の   Next   は   NULL   に 設定 さ れ て いる こと を 前提 と する",予約 リスト が 空 の 場合 、 新しい 予約 が リスト の 最初 の 要素 として 設定 さ れる 。,0.8246654272079468,0.11784624607326419,0.3793103448275862,0.5,0.6649
F042,AddNewReservationScreen,trigger,ユーザーがメニュー操作で新しい予約を追加する処理を開始したとき,新しい予約を追加するための画面が表示される。,ユーザー が メニュー 操作 で 新しい 予約 を 追加 する 処理 を 開始 し た とき,新しい 予約 を 追加 する ため の 画面 が 表示 さ れる 。,0.5466527342796326,0.24029210317584693,0.4,0.42857142857142855,0.4867
F042,AddNewReservationScreen,action,"・画面に「Add New Reservation」のヘッダーを表示  
・`Reservation` 構造体を動的に確保  
・予約情報の入力を `ReadReservationInfo()` で取得  
・リストに追加して「成功」メッセージを表示  
・Enter キー入力を待ってメニューに戻る
",新しい予約情報を読み取り、予約リストに追加する。,"・ 画面 に 「 Add   New   Reservation 」 の ヘッダー を 表示   
 ・ ` Reservation `   構造 体 を 動的 に 確保   
 ・ 予約 情報 の 入力 を   ` ReadReservationInfo ()`   で 取得   
 ・ リスト に 追加 し て 「 成功 」 メッセージ を 表示   
 ・ Enter   キー 入力 を 待っ て メニュー に 戻る",新しい 予約 情報 を 読み取り 、 予約 リスト に 追加 する 。,0.6488780975341797,0.00133961516217952,0.16216216216216217,0.25,0.4868
F042,AddNewReservationScreen,effect,ユーザーが手動入力した予約情報が予約リストに追加される,予約リストに新しい予約が正常に追加される。,ユーザー が 手動 入力 し た 予約 情報 が 予約 リスト に 追加 さ れる,予約 リスト に 新しい 予約 が 正常 に 追加 さ れる 。,0.72625732421875,0.2468980050800965,0.5384615384615384,0.608695652173913,0.6408
F042,AddNewReservationScreen,constraint,"・Reservation の確保に malloc を使用  
・既存予約/ユーザー/部屋との整合性は `ReadReservationInfo` 側で担保される前提
",予約情報の読み取りと追加は、適切なメモリ管理とユーザー入力に依存する。,"・ Reservation   の 確保 に   malloc   を 使用   
 ・ 既存 予約 / ユーザー / 部屋 と の 整合 性 は   ` ReadReservationInfo `   側 で 担保 さ れる 前提",予約 情報 の 読み取り と 追加 は 、 適切 な メモリ 管理 と ユーザー 入力 に 依存 する 。,0.7477496266365051,0.006865424430253641,0.2222222222222222,0.26666666666666666,0.5686
F043,DeleteReservationScreen,trigger,ユーザーが予約情報の削除操作を選択したとき,ユーザーが予約IDを入力することで、削除プロセスが開始される。,ユーザー が 予約 情報 の 削除 操作 を 選択 し た とき,ユーザー が 予約 ID を 入力 する こと で 、 削除 プロセス が 開始 さ れる 。,0.7926332354545593,0.06468490584192432,0.4166666666666667,0.35714285714285715,0.6446
F043,DeleteReservationScreen,action,"・画面に「Delete Reservation」のヘッダーを表示  
・予約IDを入力させて、該当予約を検索  
・該当予約が存在すれば、内容を表示して削除確認  
・確認が 'y' なら予約リストから削除し、対応する部屋情報もリセット  
・結果メッセージを表示し、Enter待ちでメニュー復帰
",指定されたIDの予約を検索し、ユーザーに削除の確認を求める。,"・ 画面 に 「 Delete   Reservation 」 の ヘッダー を 表示   
 ・ 予約 ID を 入力 さ せ て 、 該当 予約 を 検索   
 ・ 該当 予約 が 存在 すれ ば 、 内容 を 表示 し て 削除 確認   
 ・ 確認 が   ' y '   なら 予約 リスト から 削除 し 、 対応 する 部屋 情報 も リセット   
 ・ 結果 メッセージ を 表示 し 、 Enter 待ち で メニュー 復帰",指定 さ れ た ID の 予約 を 検索 し 、 ユーザー に 削除 の 確認 を 求める 。,0.7397717237472534,0.003725510765030312,0.22916666666666666,0.3384615384615385,0.564
F043,DeleteReservationScreen,effect,予約が取り消され、関連する部屋の予約状態も解除される,予約が削除され、関連する部屋の予約状態が更新される。,予約 が 取り消さ れ 、 関連 する 部屋 の 予約 状態 も 解除 さ れる,予約 が 削除 さ れ 、 関連 する 部屋 の 予約 状態 が 更新 さ れる 。,0.8310756683349609,0.4880217780091719,0.7857142857142857,0.7857142857142857,0.7877
F043,DeleteReservationScreen,constraint,"・削除対象の予約が存在しない場合はエラーメッセージを表示  
・削除前にユーザー確認が必要  
・部屋の `IsReserved` を false に戻す処理も行う
",予約IDは0から9999の範囲でなければならない。,"・ 削除 対象 の 予約 が 存在 し ない 場合 は エラーメッセージ を 表示   
 ・ 削除 前 に ユーザー 確認 が 必要   
 ・ 部屋 の   ` IsReserved `   を   false   に 戻す 処理 も 行う",予約 ID は 0 から 9999 の 範囲 で なけれ ば なら ない 。,0.500507116317749,0.0029362007052933323,0.13793103448275862,0.18604651162790697,0.3782
F044,DisplayReservationsScreen,trigger,ユーザーがすべての予約情報を一覧表示したいとき,DisplayReservationsScreen関数が呼び出される。,ユーザー が すべて の 予約 情報 を 一覧 表示 し たい とき,DisplayReservationsScreen 関数 が 呼び出さ れる 。,0.5967094302177429,0.01501861529550426,0.08333333333333333,0.1111111111111111,0.4359
F044,DisplayReservationsScreen,action,"・画面に「Reservations List」の見出しを表示  
・予約リストが空かを判定し、空ならその旨を出力  
・そうでなければ、すべての予約について順に予約情報を出力(DisplayReservationCardを使用)  
・表示後にEnter入力で復帰
",予約リストを画面に表示する。,"・ 画面 に 「 Reservations   List 」 の 見出し を 表示   
 ・ 予約 リスト が 空 か を 判定 し 、 空 なら その 旨 を 出力   
 ・ そう で なけれ ば 、 すべて の 予約 について 順に 予約 情報 を 出力 ( DisplayReservationCard を 使用 )   
 ・ 表示 後 に Enter 入力 で 復帰",予約 リスト を 画面 に 表示 する 。,0.6884218454360962,0.00015661763763881434,0.14634146341463414,0.24489795918367344,0.5112
F044,DisplayReservationsScreen,effect,すべての予約情報が端末画面に表示され、確認できる,予約リストが空の場合は「List is empty!」と表示され、そうでない場合は各予約が順番に表示される。,すべて の 予約 情報 が 端末 画面 に 表示 さ れ 、 確認 できる,予約 リスト が 空 の 場合 は 「 List   is   empty !」 と 表示 さ れ 、 そう で ない 場合 は 各 予約 が 順番 に 表示 さ れる 。,0.5572845339775085,0.0994331256564067,0.5714285714285714,0.4,0.5143
F044,DisplayReservationsScreen,constraint,予約リストがNULL(空)の場合は明示的にその旨を出力する,予約リストがNULLでない場合、リストの各要素を順に表示する。,予約 リスト が NULL ( 空 ) の 場合 は 明示 的 に その 旨 を 出力 する,予約 リスト が NULL で ない 場合 、 リスト の 各 要素 を 順に 表示 する 。,0.6004074811935425,0.16053381456763358,0.4444444444444444,0.47058823529411764,0.5252
F045,SwapReservationData,trigger,2つの予約情報の内容を入れ替える必要があるとき(例:並び替え処理中),SwapReservationData関数が呼び出されるとき。,2 つ の 予約 情報 の 内容 を 入れ替える 必要 が ある とき ( 例 : 並び 替え 処理 中 ),SwapReservationData 関数 が 呼び出さ れる とき 。,0.6570315957069397,0.005316168203911209,0.1,0.14814814814814817,0.4805
F045,SwapReservationData,action,"・2つのReservation構造体のすべてのフィールド(ID, UserID, RoomID, Date, Start_Time, End_Time)を相互に入れ替える  
・一時変数を使って内容の一方が上書きされないように保持しながら交換する
",2つの予約データの各フィールドの値を入れ替える。,"・ 2 つ の Reservation 構造 体 の すべて の フィールド ( ID ,   UserID ,   RoomID ,   Date ,   Start _ Time ,   End _ Time ) を 相互 に 入れ替える   
 ・ 一時 変数 を 使っ て 内容 の 一方 が 上書き さ れ ない よう に 保持 し ながら 交換 する",2 つ の 予約 データ の 各 フィールド の 値 を 入れ替える 。,0.734215259552002,0.002855396048696107,0.13953488372093023,0.22222222222222218,0.5421
F045,SwapReservationData,effect,Reservation1とReservation2の情報が完全に入れ替わる,Reservation1とReservation2のデータが互いに交換される。,Reservation 1 と Reservation 2 の 情報 が 完全 に 入れ替わる,Reservation 1 と Reservation 2 の データ が 互いに 交換 さ れる 。,0.8058103919029236,0.3955332535877179,0.6,0.5454545454545454,0.7236
F045,SwapReservationData,constraint,"・Nextポインタは対象外  
・構造体ごとではなくフィールド単位で個別に入れ替える必要がある
",Reservation1とReservation2は有効なReservationPtrでなければならない。,"・ Next ポインタ は 対象 外   
 ・ 構造 体 ごと で は なく フィールド 単位 で 個別 に 入れ替える 必要 が ある",Reservation 1 と Reservation 2 は 有効 な ReservationPtr で なけれ ば なら ない 。,0.387740820646286,0.009221419979958206,0.1,0.11764705882352941,0.2923
F046,SortReservationsByDate,trigger,予約情報を日付順に並べたいとき(例:表示前にソートする処理),予約リストが日付順にソートされていないとき。,予約 情報 を 日付 順 に 並べ たい とき ( 例 : 表示 前 に ソート する 処理 ),予約 リスト が 日付 順 に ソート さ れ て い ない とき 。,0.783157229423523,0.06509559850568764,0.3333333333333333,0.375,0.6214
F046,SortReservationsByDate,action,"・予約リスト(単方向リスト)の各ノードに対してバブルソート的に走査を行う  
・2つの予約の日時を比較して、必要に応じて `SwapReservationData` を用いて入れ替える  
・比較には `IsDate1BeforeDate2` を使う
",予約リスト内の各予約のデータを比較し、必要に応じてデータを交換する。,"・ 予約 リスト ( 単 方向 リスト ) の 各 ノード に対して バブル ソート 的 に 走査 を 行う   
 ・ 2 つ の 予約 の 日時 を 比較 し て 、 必要 に 応じ て   ` SwapReservationData `   を 用い て 入れ替える   
 ・ 比較 に は   ` IsDate 1 BeforeDate 2 `   を 使う",予約 リスト 内 の 各 予約 の データ を 比較 し 、 必要 に 応じ て データ を 交換 する 。,0.7422046661376953,0.04597166092452784,0.3157894736842105,0.43636363636363634,0.5873
F046,SortReservationsByDate,effect,ReservationListが日付の昇順に並び替えられる,予約リストが日付順にソートされる。,ReservationList が 日付 の 昇順 に 並び 替え られる,予約 リスト が 日付 順 に ソート さ れる 。,0.7061505913734436,0.04939382737115371,0.3333333333333333,0.3157894736842105,0.5659
F046,SortReservationsByDate,constraint,"・破壊的ソート(元のリスト構造のノード順序は変わる)  
・ソート対象は `Date` フィールドのみ(時刻までは考慮しない)  
・同一日付の順序は保証しない(安定ソートではない)",予約リストは少なくとも1つの予約を含み、各予約は次の予約へのポインタを持っている。,"・ 破壊 的 ソート ( 元 の リスト 構造 の ノード 順序 は 変わる )   
 ・ ソート 対象 は   ` Date `   フィールド のみ ( 時刻 まで は 考慮 し ない )   
 ・ 同 一 日 付 の 順序 は 保証 し ない ( 安定 ソート で は ない )",予約 リスト は 少なくとも 1 つ の 予約 を 含み 、 各 予約 は 次 の 予約 へ の ポインタ を 持っ て いる 。,0.5207188129425049,0.003716899100068875,0.09090909090909091,0.11764705882352942,0.3831
F047,SortReservationsByDateScreen,trigger,ユーザーが予約情報を日付順に並べたいとき、画面メニューからソート操作を選択,ユーザーが予約を日付順にソートする画面を表示したとき。,ユーザー が 予約 情報 を 日付 順 に 並べ たい とき 、 画面 メニュー から ソート 操作 を 選択,ユーザー が 予約 を 日付 順 に ソート する 画面 を 表示 し た とき 。,0.7606306076049805,0.20552758219417325,0.5555555555555556,0.606060606060606,0.6641
F047,SortReservationsByDateScreen,action,"・画面ヘッダーに「Sort Reservations By Date」と表示  
・予約リストが空かどうかを判定し、空であれば「List is empty!」と表示  
・空でなければ `SortReservationsByDate` を呼び出してソート実行  
・ソート後に「Reservations Sorted Successfully!」と表示し、ポーズ画面へ
",予約リストを日付順にソートする。,"・ 画面 ヘッダー に 「 Sort   Reservations   By   Date 」 と 表示   
 ・ 予約 リスト が 空か どう か を 判定 し 、 空 で あれ ば 「 List   is   empty !」 と 表示   
 ・ 空 で なけれ ば   ` SortReservationsByDate `   を 呼び出し て ソート 実行   
 ・ ソート 後 に 「 Reservations   Sorted   Successfully !」 と 表示 し 、 ポーズ 画面 へ",予約 リスト を 日付 順 に ソート する 。,0.45980003476142883,4.166494892221687e-05,0.11363636363636363,0.18867924528301888,0.3446
F047,SortReservationsByDateScreen,effect,ユーザーの操作によって、予約リストが日付順に並べ替えられる,予約リストが日付順に並び替えられる。,ユーザー の 操作 によって 、 予約 リスト が 日付 順 に 並べ 替え られる,予約 リスト が 日付 順 に 並び 替え られる 。,0.7804047465324402,0.3897446783710725,0.5714285714285714,0.6666666666666666,0.6995
F047,SortReservationsByDateScreen,constraint,"・画面表示は常に行われる  
・ポインタで渡された ReservationList に対して破壊的にソートが適用される
",予約リストが空の場合、ソートは行われず、リストが空であることが通知される。,"・ 画面 表示 は 常に 行わ れる   
 ・ ポインタ で 渡さ れ た   ReservationList   に対して 破壊 的 に ソート が 適用 さ れる",予約 リスト が 空 の 場合 、 ソート は 行わ れ ず 、 リスト が 空 で ある こと が 通知 さ れる 。,0.6635083556175232,0.021773890101957582,0.34782608695652173,0.380952380952381,0.5362
F048,ReservationManagementMenu,trigger,ユーザーがメインメニューから予約管理画面を選択したとき,ユーザーが予約管理メニューを開くときに関数が呼び出される。,ユーザー が メイン メニュー から 予約 管理 画面 を 選択 し た とき,ユーザー が 予約 管理 メニュー を 開く とき に 関数 が 呼び出さ れる 。,0.7900479435920715,0.04913270548144422,0.5384615384615384,0.5384615384615384,0.6656
F048,ReservationManagementMenu,action,"・画面を初期化し、予約管理用メニューを表示  
・ユーザーの入力(1〜5)に応じて対応する処理を実行  
  - 1: 新規予約追加(AddNewReservationScreen)  
  - 2: 予約削除(DeleteReservationScreen)  
  - 3: 予約一覧表示(DisplayReservationsScreen)  
  - 4: 日付順にソート(SortReservationsByDateScreen)  
  - 5: メインメニューに戻る  
・無効な入力には「Error!」と表示
",ユーザーの選択に応じて予約の追加、削除、表示、または日付でのソートを行う。,"・ 画面 を 初期 化 し 、 予約 管理 用 メニュー を 表示   
 ・ ユーザー の 入力 ( 1 〜 5 ) に 応じ て 対応 する 処理 を 実行   
   -   1 :   新規 予約 追加 ( AddNewReservationScreen )   
   -   2 :   予約 削除 ( DeleteReservationScreen )   
   -   3 :   予約 一覧 表示 ( DisplayReservationsScreen )   
   -   4 :   日付 順 に ソート ( SortReservationsByDateScreen )   
   -   5 :   メイン メニュー に 戻る   
 ・ 無効 な 入力 に は 「 Error !」 と 表示",ユーザー の 選択 に 応じ て 予約 の 追加 、 削除 、 表示 、 または 日付 で の ソート を 行う 。,0.7738013863563538,0.0018929875406542627,0.23636363636363636,0.3561643835616438,0.5891
F048,ReservationManagementMenu,effect,ユーザーが予約情報の操作(追加・削除・表示・ソート)を選択して実行できる,ユーザーの選択に基づいて予約リストが更新または表示される。,ユーザー が 予約 情報 の 操作 ( 追加 ・ 削除 ・ 表示 ・ ソート ) を 選択 し て 実行 できる,ユーザー の 選択 に 基づい て 予約 リスト が 更新 または 表示 さ れる 。,0.7129935026168823,0.014411883538868823,0.3684210526315789,0.4117647058823529,0.5742
